Marca,Cor,Vendedor,Produto,Tags,Preço Original,Preço Pix,Preço Parcelado,Quantidade de Parcelas
Vizzano,Marrom,Dafiti,Tênis Feminino Vizzano Slip On Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 149,99","R$ 109,99","R$ 117,01",1x
VIA UNO,Marrom,Dafiti,Sandália Via Uno Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 109,99","R$ 69,99","R$ 74,46",1x
Vizzano,Marrom,Dafiti,Sandália Feminina Vizzano Salto Médio Bl...,"Calçados,Calçados Femininos,Sandálias","R$ 139,90","R$ 104,99","R$ 111,69",1x
Santa Lolla,Rosa,Dafiti,Rasteira Feminina Santa Lolla Tiras Entr...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,90","R$ 99,99","R$ 106,37",1x
Fila,Bege,Dafiti,Tênis Feminino Fila Racer Speedzone Manu...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 699,99","R$ 657,98","R$ 699,98",10x
Santa Lolla,Vinho,Dafiti,Sandália Feminina Santa Lolla Salto Médio Vinho,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 219,90","R$ 149,99","R$ 159,56",2x
Santa Lolla,Prata,Dafiti,Sandália Santa Lolla Metalizada Prata,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Fino","R$ 189,90","R$ 169,99","R$ 180,84",3x
Dakota,Off-white,Dafiti,Scarpin Feminino Dakota Vazado Slingback Off-white,"Calçados,Calçados Femininos,Scarpin","R$ 219,99","R$ 129,99","R$ 138,29",2x
Modare,Nude,Dafiti,Sandália Modare Salto grosso Nude,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,99","R$ 89,99","R$ 95,73",1x
Bebecê,Caramelo,Dafiti,Mocassim Feminino Bebecê Croco Caramelo,"Calçados,Calçados Femininos,Mocassim","R$ 79,99","R$ 54,99","R$ 58,50",1x
Santa Lolla,Off-white,Dafiti,Rasteira Feminina Santa Lolla Tiras Off-White,"Calçados,Calçados Femininos,Rasteirinhas","R$ 189,90","R$ 129,99","R$ 138,29",2x
Jorge Bischoff,Off-white,Dafiti,Scarpin Jorge Bischoff de Couro Aplicaçã...,"Calçados,Calçados Femininos,Scarpin","R$ 589,00","R$ 299,99","R$ 319,14",5x
Modare,Preto,Dafiti,Sapatilha Modare Ponta Verniz Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 109,99","R$ 89,99","R$ 95,73",1x
Vizzano,Preto,Dafiti,Bota Feminina Vizzano Salto Alto Cano Curto Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 219,90","R$ 169,99","R$ 180,84",3x
Vizzano,Prata,Dafiti,Sandália Feminina Vizzano Salto Bloco Prata,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,99","R$ 99,99","R$ 106,37",1x
Vizzano,Bege,Dafiti,Scarpin Vizzano Liso Bege,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 104,99","R$ 111,69",1x
Kolosh,Off-white,Dafiti,Tênis Kolosh Recorte Matelassê Off-White,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,99","R$ 149,99","R$ 159,56",2x
Modare,Marrom,Dafiti,Rasteira Feminina Modare Fechada Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,90","R$ 99,99","R$ 106,37",1x
Bebecê,Marrom,Dafiti,Scarpin Feminino Bebecê Tira em T Marrom,"Calçados,Calçados Femininos,Scarpin","R$ 119,99","R$ 89,99","R$ 95,73",1x
Jorge Bischoff,Preto,Dafiti,Bota Bottero Cano Baixo Texturizada Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 649,00","R$ 339,99","R$ 361,69",6x
Vizzano,Marrom,Dafiti,Sandália Feminina Vizzano Salto Baixo Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 139,99","R$ 89,99","R$ 95,73",1x
Via Marte,Preto,Dafiti,Tênis Via Marte Nobuck Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,99","R$ 139,99","R$ 148,93",2x
Santa Lolla,Preto,Dafiti,Sandália Feminina Santa Lolla Salto Médio Preta,"Calçados,Calçados Femininos,Sandálias","R$ 229,90","R$ 169,99","R$ 180,84",3x
Bebecê,Marrom,Dafiti,Bota Feminina Bebecê Cano Baixo Salto Qu...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 229,99","R$ 159,99","R$ 170,20",2x
Beira Rio,Marrom,Dafiti,Sandália Beira Rio Aplicação Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,90","R$ 104,99","R$ 111,69",1x
Vizzano,Bege,Dafiti,Rasteira Feminina Vizzano Tiras Tramadas Bege,"Calçados,Calçados Femininos,Rasteirinhas","R$ 149,90","R$ 109,99","R$ 117,01",1x
Vizzano,Vermelho,Dafiti,Scarpin Vizzano Liso Vermelho,"Calçados,Calçados Femininos,Scarpin","R$ 129,90","R$ 114,99","R$ 122,33",2x
Beira Rio,Marrom,Dafiti,Sandália Feminina Beira Rio Salto Bloco Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 99,99","R$ 64,99","R$ 69,14",1x
Dakota,Preto,Dafiti,Bota Dakota Cano Baixo Matelassê Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 199,99","R$ 129,99","R$ 138,29",2x
Moleca,Off-white,Dafiti,Sapatilha Moleca Laço Sintético Off White,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 109,99","R$ 99,99","R$ 106,37",1x
Modare,Preto,Dafiti,Mocassim Tratorado Modare Bridão Preto,"Calçados,Calçados Femininos,Mocassim","R$ 139,90","R$ 99,99","R$ 106,37",1x
Vizzano,Marrom,Dafiti,Sandália Feminina Vizzano Salto Bloco Ti...,"Calçados,Calçados Femininos,Sandálias","R$ 149,99","R$ 99,99","R$ 106,37",1x
Bebecê,Bege,Dafiti,Sapatilha Feminina Becece Ponta Fina Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 99,99",N/A,"R$ 99,99",1x
Modare,Bege,Dafiti,Sapatilha Modare Recorte Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 99,90",N/A,"R$ 99,90",1x
Vizzano,Caramelo,Dafiti,Scarpin Feminino Vizzano Salto Baixo Cor...,"Calçados,Calçados Femininos,Scarpin","R$ 159,90","R$ 119,99","R$ 127,65",2x
Jorge Bischoff,Preto,Dafiti,Scarpin Jorge Bischoff Bico Fino Preto,"Calçados,Calçados Femininos,Scarpin","R$ 549,00","R$ 394,99","R$ 420,20",7x
Santa Lolla,Bege,Dafiti,Scarpin Feminino Santa Lolla Slingback B...,"Calçados,Calçados Femininos,Scarpin","R$ 249,90","R$ 189,99","R$ 202,12",3x
Moleca,Off-white,Dafiti,Sapatilha Feminina Moleca Laço Off-White,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 69,90","R$ 49,99","R$ 53,18",1x
Jorge Bischoff,Preto,Dafiti,Sapatilha Jorge Bischoff Slingback Preto,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 379,00","R$ 199,99","R$ 212,76",3x
Bebecê,Marrom,Dafiti,Sapatilha Slingback Bebecê Ajuste Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 89,99","R$ 69,99","R$ 74,46",1x
Usaflex,Bege,Dafiti,Rasteira Usaflex Tratorada Bege,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,99","R$ 94,99","R$ 101,05",1x
VIA UNO,Marrom,Dafiti,Scarpin Feminino VIA UNO Salto Alto Tira...,"Calçados,Calçados Femininos,Scarpin","R$ 159,99",N/A,"R$ 159,99",2x
adidas Originals,Preto,Dafiti,Tênis adidas Originals Samba OG Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 799,99","R$ 751,98","R$ 799,98",10x
Modare,Marrom,Dafiti,Rasteira Feminina Modare Fechada Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 109,90","R$ 79,99","R$ 85,10",1x
Santa Lolla,Nude,Dafiti,Sandália Feminina Santa Lolla Salto Taça Nude,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Fino","R$ 199,90","R$ 139,99","R$ 148,93",2x
Capodarte,Bege,Dafiti,Sapatilha Feminina Capodarte Ponta Fina ...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 450,00","R$ 209,99","R$ 223,39",3x
Jorge Bischoff,Nude,Dafiti,Sapatilha Jorge Bischoff de Couro Bico Fino Nude,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 399,00","R$ 209,99","R$ 223,39",3x
Dakota,Preto,Dafiti,Bota Dakota Cano Baixo Fivela Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 249,99","R$ 179,99","R$ 191,48",3x
VIA UNO,Preto,Dafiti,Sandália Feminina Via Uno Salto Alto Preta,"Calçados,Calçados Femininos,Sandálias","R$ 139,99","R$ 99,99","R$ 106,37",1x
Santa Lolla,Preto,Dafiti,Scarpin Feminino Santa Lolla Salto Bloco...,"Calçados,Calçados Femininos,Scarpin","R$ 229,90","R$ 184,99","R$ 196,80",3x
Modare,Marrom,Dafiti,Tênis Feminino Modare Textil Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 189,90",N/A,"R$ 189,90",3x
Vizzano,Preto,Dafiti,Tênis Feminino Vizzano Cadarço Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 219,99","R$ 119,99","R$ 127,65",2x
Anacapri,Bege,Dafiti,Sapatilha ANACAPRI Matelassê Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 149,99",N/A,"R$ 149,99",2x
adidas Originals,Branco,Dafiti,Tênis Feminino Adidas Originals Tokyo W Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 699,99","R$ 657,98","R$ 699,98",10x
Vizzano,Marrom,Dafiti,Scarpin Vizzano Salto Fino Marrom,"Calçados,Calçados Femininos,Scarpin","R$ 139,90","R$ 104,99","R$ 111,69",1x
Modare,Preto,Dafiti,Tênis Modare Matelassê Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 179,99","R$ 124,99","R$ 132,97",2x
Bottero,Preto,Dafiti,Bota Bottero Cano Baixo Texturizada Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 269,99","R$ 219,99","R$ 234,03",3x
Jorge Bischoff,Caramelo,Dafiti,Bota Montaria Jorge Bischoff Cano Alto L...,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 1.199,00","R$ 589,99","R$ 627,65",10x
Bottero,Preto,Dafiti,Sapatilha Feminina Bottero Detalhe Trançado Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 199,99","R$ 149,99","R$ 159,56",2x
Santa Lolla,Preto,Dafiti,Bota Feminina Santa Lolla Couro Cano Baixo Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 399,90","R$ 299,99","R$ 319,14",5x
Beira Rio,Nude,Dafiti,Sandália Feminina Beira Rio Salto Bloco Nude,"Calçados,Calçados Femininos,Sandálias","R$ 129,90","R$ 94,99","R$ 101,05",1x
Vizzano,Branco,Dafiti,Tênis Vizzano Recorte Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 179,90","R$ 129,99","R$ 138,29",2x
Modare,Marrom,Dafiti,Rasteira Feminina Modare Detalhe Metalizado Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,90","R$ 79,99","R$ 85,10",1x
Santa Lolla,Marrom,Dafiti,Sandália Feminina Santa Lolla Nó Salto B...,"Calçados,Calçados Femininos,Sandálias","R$ 199,90","R$ 119,99","R$ 127,65",2x
Bebecê,Preto,Dafiti,Sapatilha Feminina Beecê Ponta Fina Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 99,99",N/A,"R$ 99,99",1x
Vizzano,Nude,Dafiti,Sandália Feminina Vizzano Salto Anabela ...,"Calçados,Calçados Femininos,Sandálias","R$ 159,90","R$ 99,99","R$ 106,37",1x
Lança Perfume,Preto,Dafiti,Bota Feminina Lança Perfume Cano Baixo Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 683,00","R$ 599,99","R$ 638,29",10x
Beira Rio,Bege,Dafiti,Sapatilha Beira Rio Tiras Superiores Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 89,90","R$ 64,99","R$ 69,14",1x
Modare,Verde,Dafiti,Sandália Feminina Modare Salto Bloco Verde,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 179,99","R$ 109,99","R$ 117,01",1x
Usaflex,Azul Marinho,Dafiti,Tênis Feminino Usaflex Knit Azul Marinho,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 179,99","R$ 119,99","R$ 127,65",2x
Modare,Vermelho,Dafiti,Sapatilha Feminina Modare Matelassê Rubi,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 129,90",N/A,"R$ 129,90",2x
Jorge Bischoff,Rosê,Dafiti,Scarpin Feminino Jorge Bischoff Bico Fin...,"Calçados,Calçados Femininos,Scarpin","R$ 599,00","R$ 264,99","R$ 281,90",4x
Bebecê,Caramelo,Dafiti,Sandália Bebecê Lisa Caramelo,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 109,99","R$ 94,99","R$ 101,05",1x
Santa Lolla,Caramelo,Dafiti,Scarpin Feminino Santa Lolla Salto Baixo...,"Calçados,Calçados Femininos,Scarpin","R$ 199,90","R$ 159,99","R$ 170,20",2x
Bebecê,Caramelo,Dafiti,Scarpin Feminino Bebecê Croco Slingback Caramelo,"Calçados,Calçados Femininos,Scarpin","R$ 119,99","R$ 89,99","R$ 95,73",1x
VIA UNO,Marrom,Dafiti,Bota Via Uno Cano Baixo Aplicação Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 219,99","R$ 199,99","R$ 212,76",3x
Modare,Marrom,Dafiti,Sapatilha Feminina Modare Bico Fino Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 119,99",N/A,"R$ 119,99",2x
Santa Lolla,Dourado,Dafiti,Sandália Anabela Santa Lolla Média Dourada,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 249,90","R$ 169,99","R$ 180,84",3x
Santa Lolla,Preto,Dafiti,Sandália Feminina Santa Lolla Salto Alto Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Fino","R$ 199,90","R$ 159,99","R$ 170,20",2x
Santa Lolla,Caramelo,Dafiti,Scarpin Feminino Santa Lolla Laço Bicolo...,"Calçados,Calçados Femininos,Scarpin","R$ 269,90","R$ 159,99","R$ 170,20",2x
adidas Originals,Branco,Dafiti,Tênis Feminino adidas Originals Forum Bo...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 799,99","R$ 589,99","R$ 627,65",10x
Beira Rio,Dourado,Dafiti,Rasteira Feminina Beira Rio Metalizada Dourada,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,90","R$ 64,99","R$ 69,14",1x
Bebecê,Preto,Dafiti,Scarpin Slingback Bebecê Nobuck Preto,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 99,99","R$ 106,37",1x
Beira Rio,Marrom,Dafiti,Rasteira Feminina Beira Rio Tiras Cruzadas Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 89,99","R$ 64,99","R$ 69,14",1x
VIA UNO,Branco,Dafiti,Tênis Feminino Via Uno Detalhe Contrasta...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,99","R$ 119,99","R$ 127,65",2x
Vans,Preto,Dafiti,Tênis Vans Wm Filmore Decon Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 349,99","R$ 328,99","R$ 349,99",5x
Capodarte,Caramelo,Dafiti,Sapatilha Feminina Capodarte Espadrille Caramelo,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 550,00","R$ 219,99","R$ 234,03",3x
Puma,Rosa,Dafiti,Tênis Puma Suede XL Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 599,99","R$ 299,99","R$ 319,14",5x
Bebecê,Preto,Dafiti,Mocassim Bebecê Foafer Preto,"Calçados,Calçados Femininos,Mocassim","R$ 79,99","R$ 59,99","R$ 63,82",1x
Moleca,Preto,Dafiti,Mocassim Feminino Moleca Textura Croco Preto,"Calçados,Calçados Femininos,Mocassim","R$ 139,90","R$ 104,99","R$ 111,69",1x
Kolosh,Preto,Dafiti,Tênis Kolosh Sem Cadarço Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 159,99","R$ 149,99","R$ 159,56",2x
Vizzano,Marrom,Dafiti,Sandália Feminina Vizzano Salto Bloco 6cm Marrom,"Calçados,Calçados Femininos,Sandálias","R$ 159,90","R$ 89,99","R$ 95,73",1x
Bebecê,Preto,Dafiti,Sapatilha Bebecê Texturizada Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 89,99","R$ 69,99","R$ 74,46",1x
Santa Lolla,Preto,Dafiti,Scarpin Feminino Santa Lolla Salto Médio Preto,"Calçados,Calçados Femininos,Scarpin","R$ 199,90","R$ 144,99","R$ 154,24",2x
Beira Rio,Nude,Dafiti,Rasteira Feminina Beira Rio Tiras Fivela Nude,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,99","R$ 94,99","R$ 101,05",1x
VIA UNO,Preto,Dafiti,Mocassim Feminino Via Uno Preto,"Calçados,Calçados Femininos,Mocassim","R$ 129,99","R$ 119,99","R$ 127,65",2x
Santa Lolla,Vermelho,Dafiti,Sapatilha Feminina Santa Lolla Bico Fino Vermelha,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 189,90",N/A,"R$ 189,90",3x
Vizzano,Bege,Dafiti,Sandália Vizzano Amarração Bege,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 139,99","R$ 99,99","R$ 106,37",1x
Vizzano,Preto,Dafiti,Rasteira Vizzano Tiras Preta,"Calçados,Calçados Femininos,Alpargatas","R$ 84,99","R$ 49,99","R$ 53,18",1x
Modare,Marrom,Dafiti,Rasteira Feminina Modare Tiras Largas Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,99","R$ 79,99","R$ 85,10",1x
Anacapri,Dourado,Dafiti,Slip On ANACAPRI Laser Cut Dourado,"Calçados,Calçados Femininos,Tênis","R$ 179,99",N/A,"R$ 179,99",3x
Modare,Preto,Dafiti,Bota Modare Cano Baixo Texturizado Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 229,99","R$ 129,99","R$ 138,29",2x
Lança Perfume,Preto,Dafiti,Bota Feminina Lança Perfume Cano Alto Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 1.597,00","R$ 969,99","R$ 1.031,90",10x
Modare,Preto,Dafiti,Sandália Modare Tira Texturizada Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 139,99","R$ 109,99","R$ 117,01",1x
Jorge Bischoff,Dourado,Dafiti,Sapatilha Feminina Jorge Bischoff Slingb...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 499,00","R$ 239,99","R$ 255,31",4x
Converse,Preto,Dafiti,Tênis Converse Chuck Taylor All Star Preto,"Calçados,Calçados Femininos,Tênis,Calçados Masculinos,Tênis,Esporte,Esporte Masculino,Calçados,Tênis Performance","R$ 259,90",N/A,"R$ 259,90",4x
Bottero,Preto,Dafiti,Bota Feminina Bottero Cano Alto Preta,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 599,99","R$ 429,99","R$ 457,44",7x
Beira Rio,Preto,Dafiti,Scarpin Beira Rio Salto Grosso Preto,"Calçados,Calçados Femininos,Scarpin","R$ 119,99","R$ 104,99","R$ 111,69",1x
New Balance,Branco,Dafiti,Tênis Feminino New Balance Casual Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 749,99","R$ 704,98","R$ 749,98",10x
Bebecê,Branco,Dafiti,Sandália Feminina Bebecê Salto Grosso Branca,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 99,99","R$ 79,99","R$ 85,10",1x
Santa Lolla,Marrom,Dafiti,Sandália Feminina Santa Lolla Média Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Fino","R$ 189,90","R$ 149,99","R$ 159,56",2x
Beira Rio,Branco,Dafiti,Rasteira Feminina Beira Rio Detalhe Metá...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 89,99","R$ 64,99","R$ 69,14",1x
Moleca,Bege,Dafiti,Tênis Moleca Recorte Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 109,90","R$ 79,99","R$ 85,10",1x
VIA UNO,Preto,Dafiti,Mocassim Feminino Via Uno Ponta Quadrada Preto,"Calçados,Calçados Femininos,Mocassim","R$ 79,99","R$ 39,99","R$ 42,54",1x
Bottero,Marrom,Dafiti,Bota Feminina Bottero Cano Alto Salto Al...,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 599,99",N/A,"R$ 599,99",10x
Vizzano,Off-white,Dafiti,Scarpin Vizzano Salto Grosso Off-White,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 99,99","R$ 106,37",1x
Bebecê,Marrom,Dafiti,Sandália Feminina Bebecê Salto Baixo Marrom,"Calçados,Calçados Femininos,Sandálias","R$ 99,99","R$ 79,99","R$ 85,10",1x
Santa Lolla,Preto,Dafiti,Rasteira Santa Lolla Fivela Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 189,90","R$ 139,99","R$ 148,93",2x
Lança Perfume,Preto,Dafiti,Bota Feminina Lança Perfume Cano Alto Preta,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 793,00","R$ 529,99","R$ 563,82",9x
Santa Lolla,Bordô,Dafiti,Scarpin Feminino Santa Lolla Slingback C...,"Calçados,Calçados Femininos,Scarpin","R$ 249,90","R$ 234,99","R$ 234,99",3x
Jorge Bischoff,Preto,Dafiti,Sandália Jorge Bischoff Lisa Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 549,00","R$ 269,99","R$ 287,22",4x
VIA UNO,Preto,Dafiti,Rasteira VIA UNO Pesponto Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 69,99","R$ 39,99","R$ 42,54",1x
Beira Rio,Off-white,Dafiti,Sandália Feminina Beira Rio Salto Bloco ...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,90","R$ 94,99","R$ 101,05",1x
VIA UNO,Marrom,Dafiti,Sandália Feminina VIA UNO Tiras Detalhe ...,"Calçados,Calçados Femininos,Sandálias","R$ 119,99","R$ 79,99","R$ 85,10",1x
Vizzano,Branco,Dafiti,Tênis Feminino Vizzano Bico Redondo Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 169,99","R$ 99,99","R$ 106,37",1x
Santa Lolla,Marrom,Dafiti,Sandália Feminina Santa Lolla Salto Fino Caramelo,"Calçados,Calçados Femininos,Sandálias","R$ 249,90","R$ 149,99","R$ 159,56",2x
Bebecê,Vinho,Dafiti,Sapatilha Feminina Bebecê Bico Fino Vinho,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 89,99","R$ 64,99","R$ 69,14",1x
Santa Lolla,Off-white,Dafiti,Sandália Feminina Santa Lolla Salto Médi...,"Calçados,Calçados Femininos,Tamanco","R$ 289,90","R$ 199,99","R$ 212,76",3x
VIA UNO,Preto,Dafiti,Bota Feminina VIA UNO Cano Baixo Salto Bloco Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 189,99","R$ 139,99","R$ 148,93",2x
Vizzano,Off-white,Dafiti,Scarpin Feminino Vizzano Corrente Dourad...,"Calçados,Calçados Femininos,Scarpin","R$ 159,90","R$ 134,99","R$ 143,61",2x
Jorge Bischoff,Azul Marinho,Dafiti,Sapatilha Feminina Jorge Bischoff Laço A...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 469,00","R$ 334,99","R$ 356,37",5x
Usaflex,Azul,Dafiti,Tênis Slip On Usaflex Liso Azul,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 239,99","R$ 139,99","R$ 148,93",2x
Santa Lolla,Dourado,Dafiti,Scarpin Feminino Santa Lolla Salto Médio Dourado,"Calçados,Calçados Femininos,Scarpin","R$ 369,90","R$ 259,99","R$ 276,59",4x
Modare,Verde,Dafiti,Sandália Feminina Modare Salto Bloco Verde,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 149,90","R$ 109,99","R$ 117,01",1x
Santa Lolla,Bege,Dafiti,Rasteira Feminina Santa Lolla Fechada Ti...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,90","R$ 89,99","R$ 95,73",1x
Santa Lolla,Marrom,Dafiti,Scarpin Feminino Santa Lolla Bico Fino Marrom,"Calçados,Calçados Femininos,Scarpin","R$ 289,90",N/A,"R$ 289,90",4x
Vizzano,Marrom,Dafiti,Bota Feminina Vizzano Cano Curto Salto Fino Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 219,90","R$ 169,99","R$ 180,84",3x
Comfortflex,Rosa,Dafiti,Tênis Slip On Comfortflex Zíper Lateral Rosê,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 249,90","R$ 139,99","R$ 148,93",2x
Kolosh,Marrom,Dafiti,Tênis Feminino Kolosh Detalhe Perfurado Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 179,99","R$ 124,99","R$ 132,97",2x
Vizzano,Preto,Dafiti,Sandália Vizzano Aplicação Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,99","R$ 99,99","R$ 106,37",1x
Beira Rio,Off-white,Dafiti,Sandália Feminino Beira Rio Salto Bloco Off-white,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,99","R$ 129,99","R$ 138,29",2x
Santa Lolla,Preto,Dafiti,Sandália Santa Lolla Salto Agulha Preta,"Calçados,Calçados Femininos,Sandálias","R$ 289,90","R$ 219,99","R$ 234,03",3x
Vizzano,Bege,Dafiti,Scarpin Feminino Vizzano Bico Fino Salto...,"Calçados,Calçados Femininos,Scarpin","R$ 159,90","R$ 129,99","R$ 138,29",2x
Santa Lolla,Preto,Dafiti,Bota Feminina Santa Lolla Cano Alto Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 499,90","R$ 379,99","R$ 404,24",6x
Santa Lolla,Branco,Dafiti,Tênis Feminino Santa Lolla Urban Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,90","R$ 129,99","R$ 138,29",2x
Anacapri,Café,Dafiti,Mocassim Feminino ANACAPRI Faixa Café,"Calçados,Calçados Femininos,Mocassim","R$ 269,90","R$ 209,99","R$ 223,39",3x
